customer_id,age,annual_income,spending_score,purchase_frequency,avg_order_value,last_purchase_days
CUST_0069,42,27429,83,4,35,1
CUST_0070,30,44707,73,2,105,4
CUST_0071,42,35307,74,2,47,21
CUST_0072,56,48350,79,14,65,108
CUST_0073,37,38028,56,2,56,40
CUST_0074,56,20000,58,4,45,64
CUST_0075,22,66023,42,2,73,25
CUST_0076,47,27004,48,16,64,17
CUST_0077,39,20000,67,6,58,4
CUST_0078,34,28088,79,2,47,83
CUST_0079,39,89362,52,5,89,61
CUST_0080,22,60483,45,10,198,7
CUST_0081,35,29460,55,25,80,28
CUST_0082,42,29449,67,2,133,26
CUST_0083,55,29942,26,17,35,39
CUST_0084,31,126253,15,21,81,116
CUST_0085,28,45668,43,19,38,34
CUST_0086,31,47005,30,8,35,31
CUST_0087,48,67384,44,7,47,2
CUST_0088,41,41909,52,4,150,2
CUST_0089,31,31087,45,11,130,8
CUST_0090,44,32279,84,6,85,1
CUST_0091,39,34788,61,9,35,54
CUST_0092,49,35513,61,4,65,51
CUST_0093,29,56194,67,10,88,5
CUST_0094,34,37465,32,13,81,72
CUST_0095,33,56363,75,2,35,6
CUST_0096,22,34598,53,14,43,14
CUST_0097,41,38069,68,6,70,11
CUST_0098,41,20000,33,14,101,18
CUST_0099,38,62931,23,4,35,11
CUST_0100,35,44707,71,3,66,26
CUST_0101,22,66092,62,19,80,20
CUST_0102,32,20000,36,2,122,120
CUST_0103,33,127137,37,14,111,2
CUST_0104,28,33397,77,5,104,6
CUST_0105,36,70608,31,5,45,2
CUST_0106,42,20000,87,2,35,39
CUST_0107,60,52452,36,6,58,2
CUST_0108,40,20000,67,3,134,72
CUST_0109,41,24977,48,2,170,28
CUST_0110,37,114510,67,2,112,29
CUST_0111,22,32389,44,2,95,32
CUST_0112,37,41376,51,30,92,7
CUST_0113,38,61208,55,26,52,8
CUST_0114,67,48893,34,4,68,15
CUST_0115,35,39745,69,10,200,36
CUST_0116,41,45205,44,3,41,9
CUST_0117,37,150000,50,8,194,4
CUST_0118,23,35081,35,13,60,120
CUST_0119,51,40972,15,23,163,1
CUST_0120,47,68213,51,4,35,64
CUST_0121,47,70496,95,12,104,62
CUST_0122,27,74029,70,2,47,14
CUST_0123,54,53275,54,37,35,5
CUST_0124,22,20000,49,2,84,6
CUST_0125,45,96766,55,7,135,47
CUST_0126,64,20000,65,8,44,41
CUST_0127,26,43546,31,9,35,61
CUST_0128,31,23096,77,2,69,110
CUST_0129,39,34944,69,22,69,47
CUST_0130,31,44234,69,2,102,6
CUST_0131,22,44038,63,7,130,11
CUST_0132,38,46777,55,2,71,73
CUST_0133,25,95628,68,2,224,9
CUST_0134,43,47673,66,6,84,3
CUST_0135,26,31366,47,4,59,48
CUST_0136,56,64760,43,2,35,20
CUST_0137,28,74137,57,2,62,101
CUST_0138,34,20000,85,4,60,42
CUST_0139,47,51970,30,11,131,3
CUST_0140,23,55309,25,18,97,118
CUST_0141,40,30377,58,2,36,11
CUST_0142,53,82902,56,3,81,16
CUST_0143,22,33188,58,2,110,20
CUST_0144,40,39157,59,2,184,2
CUST_0145,41,32733,50,8,125,27
CUST_0146,47,36656,84,7,116,5
CUST_0147,23,20000,22,2,76,20
CUST_0148,22,20000,38,2,93,17
CUST_0149,44,94532,52,2,155,59
CUST_0150,41,21847,22,14,35,65
CUST_0151,41,20033,51,29,59,6
CUST_0152,42,20000,88,2,46,18
CUST_0153,29,24751,55,2,92,18
CUST_0154,40,20000,59,16,154,6
CUST_0155,41,97266,29,20,51,64
CUST_0156,29,66562,42,4,35,49
CUST_0157,60,24031,47,2,57,8
CUST_0158,43,140289,48,2,127,18
CUST_0159,23,65451,80,6,101,4
CUST_0160,45,29884,66,3,95,39
CUST_0161,26,20000,32,2,62,5
CUST_0162,47,143568,59,7,35,120
CUST_0163,51,20000,64,2,100,60
CUST_0164,28,20000,77,12,44,19
CUST_0165,49,67073,86,2,273,34
CUST_0166,42,150000,34,2,103,96
CUST_0167,47,83329,38,7,52,32
CUST_0168,60,50937,29,4,51,7
CUST_0169,35,51888,50,29,69,19
CUST_0170,28,60599,64,6,63,74
CUST_0171,27,57259,74,2,144,41
CUST_0172,28,42989,53,9,82,42
CUST_0173,37,38658,48,2,47,80
CUST_0174,42,34976,58,18,229,89
CUST_0175,41,23100,38,3,75,100
CUST_0176,47,30687,95,6,116,3
CUST_0177,38,20000,22,2,51,31
CUST_0178,55,34234,58,4,91,53
CUST_0179,34,20067,95,14,88,56
CUST_0180,70,20000,55,13,35,37
CUST_0181,45,40454,51,2,246,7
CUST_0182,27,83717,47,2,159,63
CUST_0183,25,63006,51,13,58,50
CUST_0184,43,20000,82,21,38,3
CUST_0185,35,20054,15,2,90,24
CUST_0186,46,63860,85,4,77,7
CUST_0187,43,20140,26,3,91,16
CUST_0188,37,31736,49,16,82,1
CUST_0189,27,50515,46,2,99,20
CUST_0190,22,20312,66,2,175,31
CUST_0191,32,38685,23,11,103,38
CUST_0192,48,20000,64,2,39,43
CUST_0193,40,25315,95,5,166,72
CUST_0194,23,43996,27,4,197,9
CUST_0195,40,20000,58,3,280,5
CUST_0196,42,47300,41,4,37,76
CUST_0197,27,35890,63,6,85,6
CUST_0198,39,50589,55,2,35,120
CUST_0199,38,41537,42,6,102,73
CUST_0200,24,82329,64,13,53,27
CUST_0201,42,39149,91,11,233,120
CUST_0202,44,28067,51,2,46,4
CUST_0203,50,39080,69,2,35,14
CUST_0204,50,50310,29,2,55,40
CUST_0205,22,37395,35,3,35,17
CUST_0206,26,37210,64,4,115,105
CUST_0207,44,23832,84,9,35,2
CUST_0208,44,24398,62,2,74,31
CUST_0209,44,20000,48,2,35,35
CUST_0210,70,103750,54,3,60,42
CUST_0211,44,20000,29,9,197,11
CUST_0212,51,23962,67,2,91,18
CUST_0213,49,23598,72,8,43,74
CUST_0214,45,62128,45,2,72,8
CUST_0215,34,30425,45,17,74,70
CUST_0216,47,76775,60,18,97,33
CUST_0217,28,24243,46,2,35,57
CUST_0218,35,42933,53,2,105,50
CUST_0219,32,21999,95,4,35,9
CUST_0220,38,131543,50,2,50,33
CUST_0221,65,20000,47,8,54,80
CUST_0222,22,43734,42,13,107,22
CUST_0223,46,53117,69,8,74,120
CUST_0224,22,46549,51,13,35,24
CUST_0225,32,32494,42,4,40,6
CUST_0226,51,33594,81,2,83,19
CUST_0227,38,37282,83,10,70,120
CUST_0228,25,33249,42,3,52,15
CUST_0229,29,64752,17,8,55,81
CUST_0230,46,136805,75,2,111,85
CUST_0231,29,25990,41,2,54,17
CUST_0232,40,20000,70,39,69,3
CUST_0233,38,34441,15,2,270,51
CUST_0234,30,150000,72,35,35,14
CUST_0235,63,22421,30,30,35,61
CUST_0236,45,97097,69,12,117,23
CUST_0237,22,99371,55,8,49,26
CUST_0238,40,26051,35,6,60,60
CUST_0239,30,51092,46,16,46,19
CUST_0240,48,96474,68,2,63,23
CUST_0241,28,28926,57,5,192,18
CUST_0242,36,32139,66,7,119,18
CUST_0243,44,25616,94,4,123,29
CUST_0244,48,20000,23,4,35,66
CUST_0245,23,24598,87,3,36,17
CUST_0246,33,20000,57,6,35,29
CUST_0247,32,37065,37,15,45,44
CUST_0248,30,22879,28,2,130,12
CUST_0249,59,41784,51,21,100,13
CUST_0250,42,20000,73,9,64,108
CUST_0251,22,44290,52,13,72,51
CUST_0252,49,59881,85,6,48,34
CUST_0253,63,20000,25,12,83,41
CUST_0254,50,45452,54,2,116,1
CUST_0255,22,75856,29,13,35,38
CUST_0256,32,20000,62,2,88,28
CUST_0257,53,99066,72,17,128,31
CUST_0258,29,46695,46,38,57,17
CUST_0259,43,23789,15,2,112,3
CUST_0260,47,35120,58,2,280,8
CUST_0261,26,50766,63,11,69,120
CUST_0262,37,38009,63,2,93,21
CUST_0263,22,50174,79,16,47,25
CUST_0264,25,20901,33,2,82,2
CUST_0265,34,40199,68,2,97,1
CUST_0266,23,20000,78,30,82,50
CUST_0267,57,33971,19,8,39,30
CUST_0268,22,21113,61,15,83,28
CUST_0269,32,23357,44,3,177,11
CUST_0270,39,76241,53,9,96,54
CUST_0271,55,69897,61,7,131,7
CUST_0272,22,52338,45,7,63,8
CUST_0273,51,20000,41,9,115,24
CUST_0274,38,30036,55,6,87,13
CUST_0275,26,75196,33,4,41,11
CUST_0276,43,39538,33,2,89,41
CUST_0277,40,146034,68,11,40,42
CUST_0278,30,45981,32,2,50,69
CUST_0279,38,40750,68,9,82,21
CUST_0280,33,30167,64,2,88,3
CUST_0281,39,39345,20,7,36,12
CUST_0282,45,33140,41,10,138,120
CUST_0283,57,55540,78,2,103,36
CUST_0284,23,64474,35,2,48,49
CUST_0285,63,22661,45,2,35,1
CUST_0286,22,20000,64,7,67,29
CUST_0287,36,20000,70,15,56,1
CUST_0288,45,49256,49,2,78,33
CUST_0289,41,20000,43,10,59,101
CUST_0290,30,20000,83,3,35,120
CUST_0291,35,45850,89,5,58,31
CUST_0292,32,150000,74,21,61,24
CUST_0293,30,36183,56,3,107,116
CUST_0294,48,60059,38,5,48,44
CUST_0295,42,38143,38,2,201,2
CUST_0296,29,34223,65,2,35,25
CUST_0297,48,63035,63,2,161,10
CUST_0298,41,30510,83,2,64,25
CUST_0299,47,42635,68,7,123,24
CUST_0300,45,44047,24,4,77,34
CUST_0301,28,24322,76,6,146,17
CUST_0302,31,65855,35,2,58,7
CUST_0303,46,32696,47,2,38,28
CUST_0304,45,23076,60,8,172,70
CUST_0305,37,50106,94,26,68,43
CUST_0306,39,21182,95,2,84,16
CUST_0307,53,36934,67,17,154,109
CUST_0308,30,36117,51,6,39,97
CUST_0309,44,69670,65,6,105,9
CUST_0310,35,48282,72,5,51,1
CUST_0311,35,35774,48,2,68,54
CUST_0312,51,59317,90,2,76,70
CUST_0313,47,83627,59,7,35,120
CUST_0314,47,50750,64,3,46,88
CUST_0315,53,36541,68,19,165,36
CUST_0316,38,20000,63,4,125,30
CUST_0317,46,20000,71,2,70,1
CUST_0318,34,30238,42,10,85,11
CUST_0319,41,25192,43,2,61,24
CUST_0320,36,32461,32,5,166,39
CUST_0321,39,37571,63,9,65,32
CUST_0322,45,49901,70,18,84,54
CUST_0323,28,34811,64,12,146,13
CUST_0324,63,48625,88,9,46,33
CUST_0325,25,37747,54,9,187,3
CUST_0326,23,20000,68,23,35,21
CUST_0327,51,20669,33,2,195,55
CUST_0328,47,33307,47,2,58,47
CUST_0329,45,20000,68,2,63,120
CUST_0330,45,52049,71,2,35,13
CUST_0331,37,90985,49,8,56,27
CUST_0332,27,75452,53,8,39,15
CUST_0333,38,31950,24,7,51,23
CUST_0334,29,88826,47,2,67,77
CUST_0335,49,39703,72,10,130,46
CUST_0336,36,29665,66,3,83,85
CUST_0337,28,25133,65,8,88,9
CUST_0338,34,30288,55,6,38,82
CUST_0339,42,28770,55,3,43,2
CUST_0340,31,40225,41,2,216,87
CUST_0341,28,39988,68,2,47,15
CUST_0342,40,36381,63,14,199,15
CUST_0343,40,47200,64,20,63,28
CUST_0344,31,74190,44,8,73,112
CUST_0345,32,64198,15,2,140,1
CUST_0346,40,20000,76,4,158,17
CUST_0347,22,20000,45,10,68,77
CUST_0348,22,63614,37,12,58,20
CUST_0349,29,20000,68,2,71,8
CUST_0350,35,31733,47,2,90,22
CUST_0351,41,20000,76,9,125,19
CUST_0352,55,20000,67,3,73,98
CUST_0353,48,50255,68,2,106,57
CUST_0354,36,57267,27,2,196,28
CUST_0355,37,25696,79,6,92,120
CUST_0356,25,20000,60,15,88,25
CUST_0357,37,26166,47,25,35,2
CUST_0358,34,45939,57,6,35,12
CUST_0359,41,20000,19,5,93,22
CUST_0360,28,40538,63,2,69,6
CUST_0361,44,35983,34,6,54,117
CUST_0362,56,51409,27,3,85,58
CUST_0363,36,39016,24,7,71,12
CUST_0364,42,20255,77,3,144,35
CUST_0365,46,74454,42,2,77,51
CUST_0366,33,33020,85,2,47,113
CUST_0367,40,35725,44,3,133,85
CUST_0368,38,20744,20,2,64,28
CUST_0369,39,27834,32,2,101,59
CUST_0370,28,21356,79,34,55,33
CUST_0371,38,32736,51,4,49,32
CUST_0372,43,101419,44,6,77,4
CUST_0373,55,20000,58,16,74,5
CUST_0374,49,20000,65,40,98,30
CUST_0375,63,87789,77,6,62,12
CUST_0376,28,32029,83,13,35,1
CUST_0377,48,24307,47,3,56,51
CUST_0378,40,67774,28,2,118,1
CUST_0379,64,25251,46,4,61,36
CUST_0380,28,108619,60,8,63,30
CUST_0381,27,54543,35,9,133,120
CUST_0382,30,27099,35,3,48,26
CUST_0383,22,132506,61,2,35,2
CUST_0384,31,25249,54,8,66,32
CUST_0385,28,56684,55,2,55,73
CUST_0386,39,43459,39,6,41,120
CUST_0387,42,79304,50,9,66,22
CUST_0388,60,92679,36,9,98,15
CUST_0389,49,37019,72,11,73,94
CUST_0390,31,23108,75,16,88,8
CUST_0391,27,47857,18,5,218,38
CUST_0392,43,24182,36,10,59,20
CUST_0393,22,121544,25,7,87,1
CUST_0394,59,39415,41,2,54,17
CUST_0395,52,29167,53,2,44,12
CUST_0396,32,40570,26,2,51,46
CUST_0397,22,20000,36,4,55,118
CUST_0398,54,20272,34,7,91,12
CUST_0399,36,74626,59,15,280,66
CUST_0400,52,24486,56,2,47,2
CUST_0401,22,20000,40,2,57,30
CUST_0402,30,50110,58,26,70,2
CUST_0403,38,73970,44,2,93,108
CUST_0404,38,55902,49,5,86,58
CUST_0405,32,66014,88,7,159,42
CUST_0406,45,23061,81,6,35,69
CUST_0407,25,20000,29,2,35,41
CUST_0408,36,89393,71,2,54,120
CUST_0409,39,29923,71,2,142,50
CUST_0410,44,31241,32,7,35,103
CUST_0411,46,80572,71,6,35,29
CUST_0412,24,50702,85,2,103,4
CUST_0413,22,47740,32,8,85,30
CUST_0414,53,133119,36,13,38,5
CUST_0415,41,24683,75,2,40,35
CUST_0416,29,63367,60,5,41,26
CUST_0417,56,37579,66,9,78,38
CUST_0418,39,42665,61,2,50,1
CUST_0419,52,90860,62,2,99,8
CUST_0420,38,49251,28,7,35,27
CUST_0421,62,50160,75,18,44,120
CUST_0422,59,69113,78,13,37,19
CUST_0423,35,29173,50,6,63,22
CUST_0424,49,21948,54,10,53,50
CUST_0425,45,20000,24,3,118,37
CUST_0426,54,20000,65,8,35,14
CUST_0427,26,124707,66,5,75,21
CUST_0428,46,20000,53,2,103,9
CUST_0429,50,31800,77,9,224,120
CUST_0430,22,30758,48,6,55,5
CUST_0431,23,43671,66,3,89,18
CUST_0432,22,59245,34,19,35,1
CUST_0433,34,60857,54,2,35,10
CUST_0434,46,25595,51,3,122,60
CUST_0435,56,32850,59,2,73,8
CUST_0436,38,43025,47,11,149,3
CUST_0437,57,31281,52,9,35,25
CUST_0438,22,95264,71,3,100,1
CUST_0439,22,48756,46,9,226,3
CUST_0440,37,56439,22,4,94,65
CUST_0441,42,54053,89,11,87,59
CUST_0442,37,73429,82,4,74,98
CUST_0443,22,40482,29,4,35,77
CUST_0444,36,20000,68,21,166,45
CUST_0445,22,46157,44,2,51,2
CUST_0446,46,24567,60,2,99,61
CUST_0447,42,26445,60,7,35,74
CUST_0448,26,51627,50,27,36,64
CUST_0449,31,76341,39,3,174,28
CUST_0450,25,36781,41,2,59,10
CUST_0451,37,43708,36,3,176,74
CUST_0452,49,100843,38,5,70,51
CUST_0453,26,41959,53,2,35,120
CUST_0454,44,150000,40,8,125,6
CUST_0455,31,50985,68,40,51,10
CUST_0456,28,20000,84,4,112,9
CUST_0457,36,57068,43,3,74,62
CUST_0458,25,45647,59,4,35,8
CUST_0459,31,78735,64,2,81,2
CUST_0460,23,54388,64,17,275,120
CUST_0461,61,33420,56,4,99,1
CUST_0462,38,20000,69,3,71,72
CUST_0463,29,32035,64,8,140,18
CUST_0464,40,21800,30,4,83,73
CUST_0465,36,25634,72,8,83,32
CUST_0466,35,51696,72,2,38,92
CUST_0467,45,98907,39,13,84,104
CUST_0468,47,46018,55,22,137,1
CUST_0469,31,20000,68,8,44,3
CUST_0470,31,47418,50,24,173,11
CUST_0471,34,74457,76,2,69,44
CUST_0472,22,25188,95,5,43,87
CUST_0473,22,33509,39,7,134,24
CUST_0474,54,36636,27,6,62,37
CUST_0475,57,22675,61,4,116,8
CUST_0476,35,53581,69,3,61,65
CUST_0477,44,33773,50,2,71,120
CUST_0478,41,46710,84,3,99,12
CUST_0479,70,21322,28,2,87,27
CUST_0480,51,27931,68,10,35,3
CUST_0481,36,56018,42,2,37,32
CUST_0482,26,29036,89,2,128,27
CUST_0483,22,102352,94,6,68,6
CUST_0484,40,28573,39,7,53,23
CUST_0485,28,41556,44,16,35,16
CUST_0486,22,63548,72,6,38,29
CUST_0487,30,20000,47,3,35,35
CUST_0488,25,20000,54,12,69,1
CUST_0489,58,20000,55,6,51,57
CUST_0490,48,77462,16,2,41,49
CUST_0491,37,26078,54,6,70,18
CUST_0492,55,150000,41,19,91,2
CUST_0493,38,25885,45,4,258,56
CUST_0494,27,40567,83,2,35,120
CUST_0495,56,91607,29,2,147,10
CUST_0496,44,121013,71,2,132,15
CUST_0497,25,125104,49,4,46,8
CUST_0498,35,74983,49,7,83,34
CUST_0499,27,67133,70,2,56,6
CUST_0500,22,51819,61,22,82,17
CUST_0501,49,57931,66,11,182,47
CUST_0502,60,26089,74,7,105,32
CUST_0503,22,22227,48,14,99,19
CUST_0504,44,36242,42,2,56,21
CUST_0505,30,32790,33,5,35,33
CUST_0506,32,27668,38,7,65,1
CUST_0507,30,55151,95,14,152,3
CUST_0508,27,64420,79,12,35,85
CUST_0509,38,38293,27,2,39,3
CUST_0510,28,88125,28,22,79,49
CUST_0511,41,20000,64,2,40,101
CUST_0512,37,32331,65,16,45,12
CUST_0513,35,23621,65,28,57,18
CUST_0514,27,20000,49,2,35,33
CUST_0515,31,34557,52,10,41,85
CUST_0516,47,33757,61,2,112,113
CUST_0517,44,90045,56,4,35,53
CUST_0518,26,53023,15,5,35,3
CUST_0519,39,20000,50,6,50,44
CUST_0520,47,110465,37,21,114,21
CUST_0521,22,75555,58,8,65,25
CUST_0522,44,51495,95,5,55,2
CUST_0523,30,31701,62,13,75,8
CUST_0524,44,20421,48,24,35,62
CUST_0525,28,29047,73,2,99,24
CUST_0526,22,69790,64,32,92,14
CUST_0527,22,112504,63,2,57,19
CUST_0528,38,91669,67,13,134,77
CUST_0529,41,27083,95,2,37,55
CUST_0530,27,20000,32,2,145,12
CUST_0531,45,39518,64,4,80,4
CUST_0532,22,20000,36,8,60,11
CUST_0533,37,44086,66,3,72,101
CUST_0534,23,33237,36,2,69,34
CUST_0535,30,27457,46,7,153,30
CUST_0536,38,20000,49,18,38,36
CUST_0537,27,49422,74,3,46,18
CUST_0538,33,26380,73,2,137,65
CUST_0539,50,20000,30,4,51,29
CUST_0540,31,20000,56,2,126,4
CUST_0541,48,35720,40,13,204,5
CUST_0542,24,105171,29,14,57,30
CUST_0543,44,98396,50,7,110,110
CUST_0544,55,27604,48,3,36,14
CUST_0545,22,25302,95,12,115,81
CUST_0546,28,48110,63,6,83,57
CUST_0547,44,20000,27,13,97,11
CUST_0548,35,43524,43,7,50,1
CUST_0549,42,57506,75,12,35,4
CUST_0550,30,75823,95,7,99,52
CUST_0551,39,34197,23,4,35,8
CUST_0552,36,32138,17,25,60,18
CUST_0553,52,21444,92,6,129,27
CUST_0554,41,22111,62,7,82,51
CUST_0555,42,31701,37,2,237,4
CUST_0556,33,45270,65,7,136,20
CUST_0557,32,62827,15,6,49,26
CUST_0558,32,22428,55,2,74,31
CUST_0559,42,88930,61,2,71,68
CUST_0560,32,30863,73,7,35,7
CUST_0561,41,35852,34,11,41,65
CUST_0562,62,23194,56,5,52,47
CUST_0563,48,20000,36,2,35,32
CUST_0564,34,61723,60,8,75,48
CUST_0565,52,56506,37,2,63,21
CUST_0566,33,30675,46,4,35,5
CUST_0567,22,37804,35,2,93,43
CUST_0568,25,49491,68,2,113,29
CUST_0569,22,20000,72,2,84,40
CUST_0570,33,26438,50,3,60,16
CUST_0571,38,58486,55,2,105,94
CUST_0572,58,20000,26,4,110,35
CUST_0573,41,43309,49,5,88,3
CUST_0574,35,20000,53,5,44,23
CUST_0575,47,48043,95,3,87,56
CUST_0576,22,35547,32,14,151,63
CUST_0577,40,20000,84,2,51,27
CUST_0578,47,73045,74,5,259,90
CUST_0579,22,23370,60,2,53,12
CUST_0580,51,22333,90,2,75,21
CUST_0581,42,40959,62,6,49,91
CUST_0582,33,72343,62,6,84,90
CUST_0583,45,20000,53,16,35,46
CUST_0584,65,37684,79,6,53,78
CUST_0585,40,46971,76,25,38,3
CUST_0586,40,55042,42,2,79,80
CUST_0587,32,40370,28,2,133,15
CUST_0588,27,29137,50,2,108,7
CUST_0589,47,22102,38,2,35,10
CUST_0590,27,38241,53,6,250,21
CUST_0591,38,20000,79,8,87,11
CUST_0592,32,20000,45,2,46,15
CUST_0593,43,47189,54,23,80,5
CUST_0594,42,62464,56,14,81,14
CUST_0595,50,20000,71,2,49,33
CUST_0596,31,20000,15,2,82,23
CUST_0597,34,52653,42,2,51,17
CUST_0598,26,124803,59,2,57,54
CUST_0599,32,36771,79,2,48,89
CUST_0600,42,23463,45,5,35,56
CUST_0601,47,32541,17,2,80,16
CUST_0602,26,82861,67,3,104,54
CUST_0603,48,24647,42,36,100,6
CUST_0604,54,22482,31,9,120,5
CUST_0605,42,27183,42,23,89,16
CUST_0606,60,20496,51,2,53,65
CUST_0607,28,39089,42,3,121,11
CUST_0608,23,96259,15,6,35,2
CUST_0609,22,44083,72,2,42,5
CUST_0610,55,31212,80,2,41,78
CUST_0611,45,30482,68,8,140,40
CUST_0612,37,20000,32,8,129,11
CUST_0613,41,61689,50,4,98,32
CUST_0614,24,34658,54,5,140,29
CUST_0615,67,32588,66,4,43,42
CUST_0616,39,150000,68,2,90,10
CUST_0617,39,43445,40,3,68,79
CUST_0618,46,23130,56,2,122,14
CUST_0619,43,28118,64,2,68,47
CUST_0620,40,72335,84,25,58,1
CUST_0621,28,38869,69,7,101,18
CUST_0622,43,20000,70,10,124,17
CUST_0623,60,63040,56,3,49,31
CUST_0624,54,24321,83,3,71,3
CUST_0625,57,111745,63,2,39,62
CUST_0626,31,69426,37,2,35,9
CUST_0627,26,27767,83,2,83,45
CUST_0628,36,78324,68,12,106,65
CUST_0629,38,37824,46,9,86,33
CUST_0630,51,60576,45,6,35,54
CUST_0631,22,48573,60,5,59,43
CUST_0632,56,21855,64,20,35,17
CUST_0633,36,24683,58,2,167,66
CUST_0634,32,67371,61,2,38,13
CUST_0635,25,29706,88,3,156,33
CUST_0636,22,28504,76,12,129,54
CUST_0637,47,20474,58,39,42,19
CUST_0638,38,46824,73,2,37,14
CUST_0639,22,125180,34,16,90,24
CUST_0640,22,20000,62,14,44,68
CUST_0641,33,36847,91,2,78,106
CUST_0642,58,84739,50,4,55,31
CUST_0643,34,34620,38,4,35,43
CUST_0644,22,47639,41,30,35,93
CUST_0645,35,20000,33,2,84,4
CUST_0646,34,46956,39,12,52,10
CUST_0647,22,32458,47,3,52,49
CUST_0648,37,65607,26,10,111,69
CUST_0649,35,74045,55,4,149,77
CUST_0650,46,150000,73,6,62,21
CUST_0651,60,51419,36,14,60,3
CUST_0652,51,44155,85,13,99,23
CUST_0653,34,40807,65,16,35,10
CUST_0654,24,29380,75,2,84,13
CUST_0655,68,44493,41,9,102,59
CUST_0656,38,30417,72,2,110,3
CUST_0657,38,40178,33,4,35,70
CUST_0658,37,80062,72,6,46,22
CUST_0659,40,20000,58,4,43,36
CUST_0660,36,71964,66,5,78,3
CUST_0661,31,80038,31,40,98,16
CUST_0662,31,33831,37,2,180,3
CUST_0663,37,20000,66,9,54,120
CUST_0664,31,25217,36,4,54,65
CUST_0665,29,79078,64,2,146,24
CUST_0666,39,35820,27,2,88,10
CUST_0667,34,20000,71,23,157,108
CUST_0668,56,26826,30,16,87,16
CUST_0669,22,60136,66,19,36,7
CUST_0670,51,50414,67,38,35,33
CUST_0671,52,31465,41,2,35,115
CUST_0672,22,29141,66,3,109,1
CUST_0673,33,28708,60,8,150,10
CUST_0674,33,20880,44,5,223,111
CUST_0675,22,95724,34,4,122,7
CUST_0676,28,29929,15,3,148,4
CUST_0677,24,75379,61,7,52,33
CUST_0678,59,90471,23,6,36,79
CUST_0679,49,66104,56,2,122,25
CUST_0680,53,28029,49,5,94,120
CUST_0681,46,46269,68,6,78,45
CUST_0682,24,35792,48,6,92,3
CUST_0683,31,21115,48,2,89,120
CUST_0684,43,44117,69,10,159,20
CUST_0685,23,20000,61,2,160,13
CUST_0686,46,74058,61,3,102,32
CUST_0687,35,27480,64,12,122,14
CUST_0688,33,40974,24,6,100,3
CUST_0689,46,43043,70,2,55,1
CUST_0690,43,31090,67,9,116,23
CUST_0691,33,51638,34,6,35,72
CUST_0692,51,27311,50,12,138,33
CUST_0693,25,61253,54,10,35,120
CUST_0694,45,20000,52,7,87,13
CUST_0695,45,39176,61,5,44,13
CUST_0696,34,116233,83,2,102,6
