customer_id,age,annual_income,spending_score,purchase_frequency,avg_order_value,last_purchase_days,preferred_category,engagement_level
CUST_00080,18,24582,75,17,52,25,Home & Garden,Low
CUST_00081,32,121451,73,4,151,34,Clothing,Medium
CUST_00082,39,31902,61,3,29,4,Home & Garden,Low
CUST_00083,52,72695,21,1,203,21,Home & Garden,High
CUST_00084,28,33753,53,2,245,11,Clothing,Low
CUST_00085,25,28272,38,5,75,16,Toys,Medium
CUST_00086,28,73742,69,22,90,16,Home & Garden,Low
CUST_00087,45,53905,38,4,245,46,Toys,Medium
CUST_00088,38,35880,33,20,87,69,Toys,Medium
CUST_00089,28,64013,57,1,55,6,Toys,High
CUST_00090,41,128047,74,6,84,68,Electronics,Medium
CUST_00091,36,25180,71,2,38,40,Books,High
CUST_00092,46,45975,75,1,279,23,Toys,Low
CUST_00093,26,29596,76,1,40,31,Clothing,Medium
CUST_00094,31,22759,82,4,104,39,Books,High
CUST_00095,30,22445,53,1,43,5,Toys,High
CUST_00096,18,80512,41,1,134,13,Clothing,High
CUST_00097,38,15000,33,2,161,9,Clothing,Medium
CUST_00098,38,46813,73,14,187,17,Sports,Low
CUST_00099,35,24037,46,5,85,3,Sports,Medium
CUST_00100,32,88101,31,7,31,37,Home & Garden,Low
CUST_00101,18,31680,60,3,42,28,Toys,Low
CUST_00102,29,30272,21,1,49,10,Toys,High
CUST_00103,30,79598,28,1,102,35,Books,Medium
CUST_00104,25,56297,54,6,31,15,Clothing,Medium
CUST_00105,33,47911,67,10,107,1,Toys,Medium
CUST_00106,39,54334,43,7,61,7,Home & Garden,High
CUST_00107,57,21128,45,1,48,4,Electronics,Low
CUST_00108,37,52620,65,5,80,31,Clothing,Low
CUST_00109,38,32875,66,1,342,52,Electronics,High
CUST_00110,34,43497,8,3,88,15,Home & Garden,Low
CUST_00111,18,46271,79,7,92,7,Sports,Medium
CUST_00112,34,20842,43,1,201,42,Home & Garden,Low
CUST_00113,35,48869,35,4,107,50,Electronics,Medium
CUST_00114,64,33084,40,3,144,26,Clothing,High
CUST_00115,32,19536,22,3,216,38,Books,Low
CUST_00116,38,33749,100,1,124,1,Toys,Medium
CUST_00117,34,36680,23,6,146,40,Home & Garden,Medium
CUST_00118,20,48864,20,1,283,45,Clothing,Medium
CUST_00119,48,15000,44,5,70,14,Toys,Low
CUST_00120,44,44093,22,1,105,11,Sports,Medium
CUST_00121,44,28115,52,1,241,7,Sports,Medium
CUST_00122,24,54444,82,5,161,1,Toys,Low
CUST_00123,51,36281,53,9,160,16,Sports,High
CUST_00124,18,30739,56,1,82,41,Clothing,High
CUST_00125,42,33231,44,5,115,13,Home & Garden,Medium
CUST_00126,61,42903,29,8,35,85,Clothing,Low
CUST_00127,23,57179,44,5,59,1,Clothing,Low
CUST_00128,28,23258,71,3,70,1,Toys,High
CUST_00129,36,30582,77,1,59,53,Books,Medium
CUST_00130,28,75710,50,6,103,27,Books,High
CUST_00131,18,30316,67,16,92,10,Home & Garden,High
CUST_00132,35,43635,34,1,194,39,Toys,Medium
CUST_00133,22,19592,37,1,278,23,Books,High
CUST_00134,40,15409,17,6,401,55,Sports,Low
CUST_00135,23,21588,72,5,82,136,Books,Low
CUST_00136,53,25720,38,3,56,42,Sports,Medium
CUST_00137,25,61080,23,3,38,2,Home & Garden,High
CUST_00138,31,64522,60,19,194,38,Clothing,High
CUST_00139,44,15000,76,1,81,112,Clothing,Medium
CUST_00140,20,27705,42,2,55,4,Books,Low
CUST_00141,37,51477,14,1,140,29,Sports,Medium
CUST_00142,50,34452,43,1,37,15,Electronics,Low
CUST_00143,18,77055,54,1,96,83,Electronics,Medium
CUST_00144,37,50855,61,6,46,1,Electronics,Medium
CUST_00145,38,31766,65,1,36,36,Clothing,High
CUST_00146,44,33211,51,1,37,32,Toys,Low
CUST_00147,20,35298,44,2,61,31,Clothing,Low
CUST_00148,19,23790,63,1,97,5,Toys,High
CUST_00149,41,58081,23,11,162,3,Sports,Low
CUST_00150,38,52639,30,10,29,1,Books,Medium
CUST_00151,38,45575,35,1,75,2,Electronics,Low
CUST_00152,39,40998,41,5,329,34,Sports,High
CUST_00153,26,21826,22,13,149,87,Sports,Medium
CUST_00154,37,46727,69,1,154,22,Books,Low
CUST_00155,38,38737,25,6,215,37,Sports,High
CUST_00156,26,98827,1,4,106,57,Books,Medium
CUST_00157,57,19022,69,3,47,6,Home & Garden,Medium
CUST_00158,40,25294,60,1,93,7,Books,Low
CUST_00159,20,16426,48,2,62,36,Electronics,Medium
CUST_00160,42,32564,59,6,61,18,Toys,Low
CUST_00161,23,15207,52,22,58,22,Toys,Medium
CUST_00162,44,65693,73,2,210,2,Electronics,High
CUST_00163,48,62700,34,10,185,10,Toys,Medium
CUST_00164,25,33529,84,2,99,1,Books,High
CUST_00165,46,21875,68,3,68,67,Home & Garden,Medium
CUST_00166,39,16948,37,2,143,53,Toys,Low
CUST_00167,44,25541,34,1,153,11,Home & Garden,Medium
CUST_00168,57,49646,52,6,91,1,Electronics,Low
CUST_00169,32,24501,27,1,109,30,Home & Garden,Medium
CUST_00170,25,94304,45,1,48,10,Sports,Low
CUST_00171,24,76523,76,14,55,33,Clothing,Medium
CUST_00172,25,36330,53,1,76,8,Sports,Low
CUST_00173,34,28826,91,3,73,41,Electronics,High
CUST_00174,39,27320,34,7,23,7,Toys,High
CUST_00175,38,80756,59,1,71,33,Toys,High
CUST_00176,44,26151,39,3,195,33,Home & Garden,High
CUST_00177,35,57941,45,1,286,6,Books,High
CUST_00178,52,36713,60,3,193,1,Clothing,Medium
CUST_00179,31,51884,35,3,46,1,Books,High
CUST_00180,67,24096,32,2,243,40,Electronics,Low
CUST_00181,42,30746,40,14,59,52,Toys,Low
CUST_00182,24,35879,39,16,128,3,Home & Garden,High
CUST_00183,22,26484,29,9,66,1,Toys,Medium
CUST_00184,40,67819,78,16,184,50,Books,High
CUST_00185,32,24781,43,3,132,1,Books,Low
CUST_00186,43,27213,66,2,109,58,Clothing,Medium
CUST_00187,40,71635,65,5,216,49,Clothing,High
CUST_00188,34,65020,70,4,54,50,Home & Garden,Low
CUST_00189,24,80337,23,6,156,6,Clothing,High
CUST_00190,18,15000,43,6,141,36,Books,Low
CUST_00191,29,40149,63,1,603,38,Books,Low
CUST_00192,45,37992,37,2,47,34,Electronics,Low
CUST_00193,37,27422,79,1,96,5,Books,Medium
CUST_00194,20,42711,25,11,72,12,Home & Garden,Medium
CUST_00195,37,30923,66,9,27,4,Sports,Low
CUST_00196,39,39379,41,6,102,5,Electronics,Medium
CUST_00197,24,198975,71,3,13,10,Electronics,Low
CUST_00198,36,42555,55,19,56,49,Home & Garden,Medium
CUST_00199,35,43458,33,2,33,41,Home & Garden,High
CUST_00200,21,54754,66,2,41,40,Clothing,High
CUST_00201,39,39748,15,9,74,3,Electronics,Medium
CUST_00202,41,20972,43,3,64,35,Clothing,High
CUST_00203,47,15940,40,4,905,12,Books,Low
CUST_00204,47,35787,58,1,42,50,Electronics,Medium
CUST_00205,18,31743,1,7,32,12,Electronics,Medium
CUST_00206,23,15000,54,9,301,4,Toys,Medium
CUST_00207,41,82018,57,2,82,47,Sports,Medium
CUST_00208,41,38311,34,2,48,4,Electronics,Medium
CUST_00209,41,74586,43,3,159,5,Books,High
CUST_00210,75,15000,50,1,34,2,Clothing,Low
CUST_00211,41,75300,68,2,247,12,Clothing,High
CUST_00212,48,28492,6,1,64,2,Toys,Medium
CUST_00213,46,68157,48,1,53,19,Sports,High
CUST_00214,42,40434,59,1,30,23,Books,Medium
CUST_00215,31,45552,62,1,41,10,Clothing,High
CUST_00216,44,45581,45,4,141,29,Home & Garden,Low
CUST_00217,25,29361,61,1,104,43,Books,Low
CUST_00218,32,26284,48,5,58,18,Books,High
CUST_00219,29,30315,72,1,58,12,Sports,High
CUST_00220,35,17396,33,5,89,26,Clothing,Medium
CUST_00221,62,28556,36,3,30,33,Books,High
CUST_00222,18,25632,59,1,68,82,Toys,Medium
CUST_00223,43,17189,62,8,66,14,Toys,High
CUST_00224,18,45676,60,1,37,42,Clothing,Medium
CUST_00225,29,36455,41,17,135,2,Toys,Medium
CUST_00226,48,41069,41,14,93,17,Home & Garden,Low
CUST_00227,35,51468,49,1,49,7,Sports,Low
CUST_00228,22,32243,27,3,28,26,Toys,Medium
CUST_00229,26,22711,33,22,109,63,Toys,High
CUST_00230,43,42275,79,8,68,3,Home & Garden,Low
CUST_00231,26,15000,46,8,34,7,Sports,High
CUST_00232,37,34404,39,8,116,186,Books,High
CUST_00233,35,53241,38,13,45,14,Sports,High
CUST_00234,27,61295,55,3,150,1,Electronics,Medium
CUST_00235,60,27869,92,1,50,20,Clothing,Low
CUST_00236,42,15000,73,4,43,39,Clothing,Medium
CUST_00237,18,15000,23,4,44,43,Electronics,Low
CUST_00238,37,49962,75,6,110,17,Home & Garden,High
CUST_00239,27,30424,33,2,93,35,Electronics,Medium
CUST_00240,45,99573,37,1,220,2,Books,Low
CUST_00241,25,17933,40,7,40,8,Books,High
CUST_00242,33,43095,26,1,235,9,Clothing,Low
CUST_00243,41,83381,75,4,148,90,Books,High
CUST_00244,45,40264,38,12,181,1,Clothing,Medium
CUST_00245,20,16383,8,7,135,6,Electronics,High
CUST_00246,30,145263,33,9,233,170,Electronics,Medium
CUST_00247,29,80040,53,3,256,71,Toys,Medium
CUST_00248,27,32415,15,2,96,27,Toys,Medium
CUST_00249,56,54692,55,3,108,36,Electronics,Low
CUST_00250,39,54985,32,2,253,1,Clothing,High
CUST_00251,19,50055,72,1,61,73,Electronics,Low
CUST_00252,46,18199,59,2,70,30,Electronics,Low
CUST_00253,60,42705,51,8,204,2,Home & Garden,Medium
CUST_00254,47,75384,19,1,54,20,Electronics,High
CUST_00255,18,46735,24,1,63,14,Books,Medium
CUST_00256,29,44292,38,6,54,11,Clothing,Medium
CUST_00257,50,27766,45,1,52,1,Home & Garden,Medium
CUST_00258,26,23109,80,5,47,25,Toys,Medium
CUST_00259,40,16543,55,5,33,20,Sports,Medium
CUST_00260,44,53036,42,1,114,54,Clothing,Low
CUST_00261,23,32518,79,1,61,25,Books,High
CUST_00262,34,18570,48,1,64,4,Clothing,Medium
CUST_00263,18,59172,58,7,76,13,Toys,High
CUST_00264,22,27079,81,5,72,44,Books,Low
CUST_00265,31,23648,64,2,149,8,Books,Medium
CUST_00266,20,28335,58,2,120,22,Sports,Medium
CUST_00267,54,32973,61,1,187,1,Clothing,Medium
CUST_00268,18,45661,48,3,229,22,Sports,Medium
CUST_00269,29,23443,50,1,120,56,Sports,Medium
CUST_00270,36,60185,18,3,26,23,Clothing,Low
CUST_00271,52,46263,35,1,71,11,Electronics,High
CUST_00272,18,28075,49,3,55,1,Electronics,Medium
CUST_00273,48,33526,59,9,73,44,Toys,High
CUST_00274,35,29398,41,14,51,12,Sports,Medium
CUST_00275,23,37531,97,1,583,30,Home & Garden,High
CUST_00276,40,77647,65,1,19,18,Sports,High
CUST_00277,37,29246,54,8,113,4,Sports,Low
CUST_00278,27,39923,21,3,92,11,Sports,High
CUST_00279,35,25609,48,1,185,46,Toys,High
CUST_00280,30,47381,60,7,150,13,Electronics,High
CUST_00281,36,41697,48,4,101,15,Toys,High
CUST_00282,42,70601,47,9,173,2,Toys,Medium
CUST_00283,54,23990,46,3,47,2,Toys,Medium
CUST_00284,20,51291,35,2,85,85,Electronics,Medium
CUST_00285,60,68325,24,1,59,14,Electronics,High
CUST_00286,18,29178,93,1,109,5,Sports,Low
CUST_00287,33,34081,29,6,141,19,Toys,Medium
CUST_00288,42,39949,40,1,54,9,Home & Garden,Low
CUST_00289,38,32264,55,1,599,8,Electronics,Low
CUST_00290,27,39682,8,1,330,2,Clothing,Low
CUST_00291,32,50854,81,23,199,113,Clothing,Medium
CUST_00292,29,34303,73,1,132,51,Clothing,Medium
CUST_00293,27,34169,19,5,91,113,Books,Medium
CUST_00294,45,41495,43,4,71,34,Sports,High
CUST_00295,39,29744,69,1,114,1,Clothing,Low
CUST_00296,26,30489,49,5,177,104,Sports,Low
CUST_00297,45,23168,69,8,601,3,Clothing,High
CUST_00298,38,35558,80,1,431,20,Home & Garden,Medium
CUST_00299,44,45427,33,5,96,2,Sports,Medium
CUST_00300,42,31743,59,1,49,1,Clothing,Medium
CUST_00301,25,24667,25,2,64,17,Electronics,Medium
CUST_00302,28,34609,40,4,115,5,Sports,Medium
CUST_00303,43,44291,51,2,84,5,Books,Low
CUST_00304,42,38715,52,1,146,10,Electronics,Medium
CUST_00305,34,110721,33,13,92,11,Electronics,Medium
CUST_00306,36,26154,61,2,39,50,Toys,Medium
CUST_00307,50,33686,20,5,53,3,Books,Low
CUST_00308,27,53618,32,1,157,50,Electronics,Low
CUST_00309,41,25659,71,6,214,7,Electronics,Low
CUST_00310,32,95235,34,15,111,12,Clothing,High
CUST_00311,32,36399,55,4,113,13,Clothing,Medium
CUST_00312,48,48077,82,5,309,4,Sports,Low
CUST_00313,44,36662,49,3,180,28,Sports,Medium
CUST_00314,44,60434,76,4,190,34,Sports,Medium
CUST_00315,50,21345,22,14,46,5,Clothing,Low
CUST_00316,35,79691,38,2,22,15,Sports,Medium
CUST_00317,43,40776,54,1,187,1,Electronics,Medium
CUST_00318,31,50474,29,8,65,13,Clothing,Medium
CUST_00319,38,25104,40,16,485,7,Sports,Low
CUST_00320,33,42985,52,1,164,18,Electronics,High
CUST_00321,36,22381,53,1,150,47,Sports,High
CUST_00322,42,65370,43,3,77,120,Home & Garden,Medium
CUST_00323,25,19055,13,5,140,108,Sports,High
CUST_00324,60,39225,37,1,57,30,Home & Garden,Low
CUST_00325,22,29905,21,1,94,4,Sports,Low
CUST_00326,20,16625,48,17,135,6,Toys,Medium
CUST_00327,48,22750,49,18,95,1,Toys,Medium
CUST_00328,44,45469,47,1,89,31,Books,Medium
CUST_00329,42,23195,31,10,110,20,Toys,Medium
CUST_00330,42,25988,16,11,189,64,Toys,Medium
CUST_00331,34,43768,78,5,33,78,Sports,Medium
CUST_00332,24,57378,50,1,149,18,Clothing,High
CUST_00333,35,50533,43,7,120,25,Clothing,Low
CUST_00334,26,35479,48,1,90,43,Home & Garden,Medium
CUST_00335,46,40490,23,14,76,38,Clothing,High
CUST_00336,33,38536,75,15,40,5,Electronics,High
CUST_00337,25,21629,35,1,63,42,Books,Medium
CUST_00338,31,41761,47,1,50,4,Toys,High
CUST_00339,39,21533,59,5,79,23,Books,High
CUST_00340,28,49371,64,2,206,22,Electronics,Medium
CUST_00341,25,38854,49,8,64,13,Toys,Low
CUST_00342,37,15000,29,1,57,19,Home & Garden,Medium
CUST_00343,37,59252,61,12,31,4,Electronics,Low
CUST_00344,28,27972,67,17,46,8,Electronics,Low
CUST_00345,29,26838,73,4,29,14,Books,Medium
CUST_00346,37,58568,60,1,44,8,Sports,High
CUST_00347,18,33468,91,3,117,12,Books,High
CUST_00348,18,48957,52,2,133,2,Books,Medium
CUST_00349,26,26194,53,9,39,14,Clothing,High
CUST_00350,32,54275,74,1,33,112,Electronics,Low
CUST_00351,38,40078,82,4,54,9,Books,Low
CUST_00352,52,44465,77,1,151,110,Electronics,High
CUST_00353,45,33214,48,3,55,25,Clothing,Low
CUST_00354,33,82033,65,1,87,23,Electronics,Medium
CUST_00355,34,92523,71,9,109,17,Books,Low
CUST_00356,22,15000,51,1,67,1,Electronics,Medium
CUST_00357,34,57709,33,3,59,22,Toys,Medium
CUST_00358,31,21165,29,4,65,47,Clothing,Low
CUST_00359,38,46856,57,4,99,42,Sports,High
CUST_00360,25,15000,67,4,114,16,Electronics,High
CUST_00361,41,44427,40,9,325,27,Books,Low
CUST_00362,53,23905,34,5,53,5,Clothing,Low
CUST_00363,33,28870,39,20,98,6,Books,High
CUST_00364,39,29259,52,1,215,20,Books,High
CUST_00365,43,25152,65,2,87,1,Electronics,Low
CUST_00366,30,25496,57,4,123,14,Books,Medium
CUST_00367,37,29762,50,6,127,5,Electronics,Medium
CUST_00368,35,33625,77,3,102,48,Sports,High
CUST_00369,36,42683,100,1,106,9,Toys,High
CUST_00370,25,92074,50,1,85,33,Books,High
CUST_00371,35,22619,82,1,137,19,Books,High
CUST_00372,40,38690,36,1,55,38,Books,Medium
CUST_00373,52,53440,72,4,81,48,Home & Garden,Medium
CUST_00374,46,25477,33,1,147,7,Home & Garden,Low
CUST_00375,60,15000,42,2,152,51,Clothing,Medium
CUST_00376,25,15000,49,1,88,21,Toys,High
CUST_00377,45,15000,11,1,60,15,Toys,Medium
CUST_00378,37,78437,13,3,165,27,Home & Garden,Low
CUST_00379,61,49368,32,12,183,60,Clothing,Low
CUST_00380,25,52996,76,2,92,9,Home & Garden,Medium
CUST_00381,24,59320,45,1,271,8,Sports,High
CUST_00382,27,27235,68,1,45,2,Clothing,High
CUST_00383,18,114866,17,11,38,2,Toys,Low
CUST_00384,28,42947,57,3,64,38,Toys,Low
CUST_00385,25,35017,58,11,42,45,Home & Garden,High
CUST_00386,36,63259,30,1,41,42,Sports,High
CUST_00387,39,50698,87,1,30,7,Home & Garden,Medium
CUST_00388,57,70793,24,1,135,8,Electronics,Medium
CUST_00389,46,72905,45,8,148,3,Electronics,High
CUST_00390,28,30435,99,1,178,69,Sports,Medium
CUST_00391,24,39875,30,10,309,31,Books,Medium
CUST_00392,40,23049,37,5,78,13,Books,Medium
CUST_00393,19,16088,53,4,88,59,Electronics,Medium
CUST_00394,56,55182,23,1,118,13,Electronics,Medium
CUST_00395,49,58601,60,3,30,16,Books,High
CUST_00396,29,15000,14,1,242,8,Clothing,Medium
CUST_00397,18,25371,50,4,77,5,Books,Low
CUST_00398,51,37348,78,14,123,12,Home & Garden,Medium
CUST_00399,33,39171,62,1,54,66,Clothing,Medium
CUST_00400,49,100962,49,14,33,76,Home & Garden,Low
CUST_00401,18,26543,43,1,135,5,Electronics,Low
CUST_00402,27,33334,48,1,117,53,Clothing,Low
CUST_00403,35,50258,44,2,87,1,Home & Garden,Low
CUST_00404,35,30482,57,1,132,116,Home & Garden,High
CUST_00405,29,28212,62,3,101,24,Clothing,Medium
CUST_00406,42,27077,52,1,52,56,Sports,Low
CUST_00407,22,40802,64,9,93,55,Books,High
CUST_00408,33,33261,60,1,113,66,Toys,Medium
CUST_00409,36,51084,25,7,28,40,Home & Garden,Medium
CUST_00410,41,43422,3,7,108,16,Books,High
CUST_00411,43,15000,53,1,112,16,Toys,Medium
CUST_00412,21,15127,40,1,195,22,Books,Medium
CUST_00413,18,28271,54,1,74,61,Electronics,Low
CUST_00414,50,59278,83,10,63,1,Toys,Low
CUST_00415,38,26216,44,2,50,38,Books,High
CUST_00416,26,43795,56,5,55,80,Home & Garden,Low
CUST_00417,53,48983,33,1,104,4,Toys,Low
CUST_00418,36,47578,59,2,105,29,Electronics,Low
CUST_00419,49,27619,34,1,55,15,Clothing,Medium
CUST_00420,35,20454,70,1,204,56,Home & Garden,High
CUST_00421,59,18842,52,7,160,19,Electronics,High
CUST_00422,56,160406,47,1,119,9,Electronics,Medium
CUST_00423,32,45602,17,1,173,1,Toys,High
CUST_00424,46,91152,22,5,106,2,Books,Medium
CUST_00425,42,23943,61,3,99,7,Clothing,Low
CUST_00426,51,67789,73,5,51,6,Home & Garden,High
CUST_00427,23,28612,54,1,146,32,Home & Garden,Medium
CUST_00428,43,35793,45,4,62,43,Books,Low
CUST_00429,47,31470,50,1,198,72,Clothing,Medium
CUST_00430,18,23395,47,1,311,77,Toys,Low
CUST_00431,20,23573,35,2,95,55,Home & Garden,Medium
CUST_00432,18,35612,22,4,72,285,Clothing,Low
CUST_00433,31,27077,23,7,157,23,Toys,Medium
CUST_00434,43,38690,36,8,147,23,Toys,Medium
CUST_00435,53,23886,51,2,91,33,Home & Garden,Medium
CUST_00436,35,51726,23,8,148,6,Books,Low
CUST_00437,54,28854,48,13,138,3,Sports,Low
CUST_00438,18,82328,34,12,110,47,Home & Garden,Low
CUST_00439,18,35407,16,1,187,11,Electronics,Medium
CUST_00440,34,34506,37,15,33,42,Electronics,Medium
CUST_00441,39,80964,54,9,197,17,Toys,Medium
CUST_00442,34,28349,37,1,29,12,Sports,Medium
CUST_00443,18,29630,79,1,78,23,Home & Garden,High
CUST_00444,33,25578,62,5,128,5,Electronics,Medium
CUST_00445,19,40223,71,8,131,18,Electronics,Medium
CUST_00446,43,25144,100,3,63,34,Home & Garden,Medium
CUST_00447,39,53547,38,1,585,92,Clothing,High
CUST_00448,23,35479,21,1,483,22,Toys,High
CUST_00449,28,55240,34,1,70,11,Home & Garden,Medium
CUST_00450,22,52213,51,2,103,85,Clothing,Medium
CUST_00451,34,28106,57,1,66,12,Toys,High
CUST_00452,46,25122,53,8,41,50,Sports,Low
CUST_00453,23,30816,41,3,57,18,Books,Low
CUST_00454,41,36476,58,1,142,52,Toys,Medium
CUST_00455,28,42916,72,2,62,99,Sports,Low
CUST_00456,25,45368,34,7,48,64,Books,Medium
CUST_00457,33,35740,31,5,109,3,Electronics,Medium
CUST_00458,22,25833,89,9,24,1,Electronics,Medium
CUST_00459,28,27083,27,1,99,1,Electronics,High
CUST_00460,20,47059,66,1,78,13,Toys,Medium
CUST_00461,58,26236,46,3,225,8,Clothing,Low
CUST_00462,35,48055,79,2,96,51,Books,Medium
CUST_00463,26,48848,44,8,157,11,Electronics,High
CUST_00464,37,78194,57,3,89,21,Home & Garden,High
CUST_00465,33,28554,23,1,111,1,Books,Low
CUST_00466,32,30866,36,1,79,5,Books,High
CUST_00467,42,15000,54,1,80,4,Clothing,Medium
CUST_00468,44,22662,36,1,180,57,Sports,High
CUST_00469,28,22514,24,1,102,40,Clothing,Medium
CUST_00470,28,46762,92,1,47,13,Electronics,High
CUST_00471,31,89651,49,1,81,4,Home & Garden,High
CUST_00472,18,48551,72,2,233,12,Home & Garden,High
CUST_00473,18,59599,88,4,64,9,Electronics,Low
CUST_00474,51,25446,39,4,78,14,Home & Garden,Medium
CUST_00475,54,19950,48,1,69,13,Clothing,High
CUST_00476,32,32176,51,1,71,18,Toys,Medium
CUST_00477,41,26585,59,1,161,2,Clothing,Medium
CUST_00478,38,23610,72,14,99,23,Toys,Low
CUST_00479,71,40502,69,1,190,25,Electronics,High
CUST_00480,48,20071,64,1,21,19,Home & Garden,High
CUST_00481,33,54898,43,10,118,100,Books,High
CUST_00482,23,29740,49,6,56,3,Sports,Low
CUST_00483,18,35503,24,4,58,76,Books,Medium
CUST_00484,37,38173,64,2,45,5,Toys,Low
CUST_00485,25,28757,96,10,87,68,Clothing,Medium
CUST_00486,18,68375,55,1,19,16,Clothing,Medium
CUST_00487,27,16270,77,1,92,29,Clothing,High
CUST_00488,22,68986,66,4,67,30,Clothing,Low
CUST_00489,55,30530,39,1,43,13,Sports,Low
CUST_00490,45,57547,32,1,155,35,Electronics,Low
CUST_00491,34,40159,27,4,124,8,Clothing,Low
CUST_00492,52,55561,52,3,46,158,Toys,Medium
CUST_00493,35,34227,61,3,148,9,Home & Garden,Medium
CUST_00494,24,40913,62,7,114,55,Sports,Low
CUST_00495,53,62878,27,1,73,4,Toys,Medium
CUST_00496,41,38098,74,3,17,67,Toys,High
CUST_00497,22,70617,38,19,86,215,Clothing,High
CUST_00498,32,43308,52,2,126,23,Home & Garden,High
CUST_00499,24,25175,37,1,41,58,Clothing,Medium
CUST_00500,18,30412,26,2,128,2,Toys,High
