customer_id,age,annual_income,spending_score,purchase_frequency,avg_order_value,last_purchase_days,preferred_category,engagement_level
CUST_00069,39,32122,41,1,116,22,Electronics,High
CUST_00070,27,24912,52,3,46,1,Toys,Low
CUST_00071,39,23277,78,1,62,12,Clothing,Medium
CUST_00072,53,24151,21,3,42,4,Home & Garden,Medium
CUST_00073,34,34942,73,1,86,1,Electronics,Medium
CUST_00074,53,43069,50,1,175,138,Clothing,High
CUST_00075,18,41703,30,1,45,11,Electronics,High
CUST_00076,44,54917,59,5,128,49,Sports,High
CUST_00077,36,36552,53,6,62,8,Home & Garden,Medium
CUST_00078,31,75114,37,4,51,34,Sports,Low
CUST_00079,36,31814,51,16,83,42,Toys,High
CUST_00080,18,141504,42,2,43,27,Home & Garden,High
CUST_00081,32,49653,52,1,61,19,Clothing,Low
CUST_00082,39,23657,63,10,38,15,Home & Garden,High
CUST_00083,52,21259,81,1,356,12,Home & Garden,High
CUST_00084,28,46223,25,16,92,79,Clothing,Medium
CUST_00085,25,32476,92,1,55,53,Toys,Medium
CUST_00086,28,51896,10,17,104,100,Home & Garden,Medium
CUST_00087,45,46010,46,1,83,3,Toys,Low
CUST_00088,38,35016,61,11,77,39,Toys,Medium
CUST_00089,28,23780,55,3,138,83,Toys,High
CUST_00090,41,17027,37,24,152,5,Electronics,Low
CUST_00091,36,29049,45,1,62,2,Books,Medium
CUST_00092,46,55725,40,4,60,40,Toys,Medium
CUST_00093,26,40418,38,17,74,25,Clothing,Medium
CUST_00094,31,19479,66,3,17,55,Books,High
CUST_00095,30,39600,57,4,31,4,Toys,Medium
CUST_00096,18,44031,36,5,234,47,Clothing,Medium
CUST_00097,38,23343,67,3,284,6,Clothing,High
CUST_00098,38,39216,56,4,75,5,Sports,Medium
CUST_00099,35,37387,66,4,134,5,Sports,Low
CUST_00100,32,20506,62,11,111,50,Home & Garden,Medium
