customer_id,age,annual_income,spending_score,purchase_frequency,avg_order_value,last_purchase_days,preferred_category,engagement_level
CUST_00063,21,64497,57,1,62,4,Books,Medium
CUST_00064,20,15216,47,2,127,10,Home & Garden,High
CUST_00065,44,30296,55,2,223,14,Books,Low
CUST_00066,51,20747,38,5,41,42,Clothing,Medium
CUST_00067,34,19008,1,5,69,23,Toys,Medium
CUST_00068,47,64887,47,1,80,2,Electronics,Low
CUST_00069,39,28742,78,2,33,1,Electronics,Medium
CUST_00070,27,43185,68,1,136,3,Toys,High
CUST_00071,39,35473,69,1,54,15,Clothing,High
CUST_00072,53,46097,74,8,78,81,Home & Garden,Medium
CUST_00073,34,37737,51,1,65,30,Electronics,Medium
CUST_00074,53,19120,53,2,51,48,Clothing,Low
CUST_00075,18,59762,37,1,89,18,Electronics,High
CUST_00076,44,28370,43,10,77,13,Sports,Low
CUST_00077,36,16675,62,4,69,3,Home & Garden,High
CUST_00078,31,29317,74,1,54,62,Sports,Low
CUST_00079,36,76909,47,3,112,45,Toys,High
CUST_00080,18,55554,40,6,286,5,Home & Garden,High
CUST_00081,32,30505,50,15,99,21,Clothing,High
CUST_00082,39,30496,62,1,180,20,Home & Garden,Low
CUST_00083,52,30920,21,10,34,29,Home & Garden,Medium
CUST_00084,28,102577,4,13,100,87,Clothing,Medium
CUST_00085,25,43957,38,12,41,26,Toys,High
CUST_00086,28,45027,25,5,32,23,Home & Garden,Low
CUST_00087,45,60787,39,4,53,1,Toys,High
CUST_00088,38,40920,47,2,207,1,Toys,High
CUST_00089,28,31903,40,6,175,6,Toys,Low
CUST_00090,41,32919,79,3,106,1,Electronics,High
CUST_00091,36,35038,56,5,30,40,Books,Medium
CUST_00092,46,35645,56,2,78,38,Toys,Medium
CUST_00093,26,52251,62,6,111,4,Clothing,Medium
CUST_00094,31,37271,27,8,101,54,Books,Medium
CUST_00095,30,52382,70,1,24,5,Toys,High
CUST_00096,18,34879,48,8,48,10,Clothing,Medium
CUST_00097,38,37771,63,3,86,8,Clothing,Medium
CUST_00098,38,15000,28,9,131,13,Sports,Medium
CUST_00099,35,57420,18,2,19,8,Sports,High
CUST_00100,32,43184,66,2,80,20,Home & Garden,Low
CUST_00101,18,59814,57,12,99,15,Toys,High
CUST_00102,29,15000,31,1,163,129,Toys,Medium
CUST_00103,30,103175,32,9,146,1,Books,Low
CUST_00104,25,33867,72,3,135,4,Clothing,Low
CUST_00105,33,63202,26,3,51,1,Toys,Medium
CUST_00106,39,21591,82,1,23,29,Home & Garden,High
CUST_00107,57,49334,31,4,68,1,Electronics,Medium
CUST_00108,37,21445,62,1,181,54,Clothing,High
CUST_00109,38,26585,43,1,238,21,Electronics,Low
CUST_00110,34,94562,62,1,148,22,Home & Garden,Medium
CUST_00111,18,33013,39,1,121,24,Sports,High
CUST_00112,34,40486,46,19,117,5,Home & Garden,High
CUST_00113,35,56108,50,16,60,6,Electronics,Low
CUST_00114,64,46529,29,2,82,11,Clothing,Medium
CUST_00115,32,39152,64,6,289,27,Books,Low
CUST_00116,38,43585,39,2,46,7,Toys,Medium
CUST_00117,34,120777,45,5,278,3,Home & Garden,High
CUST_00118,20,35284,30,8,71,105,Clothing,High
CUST_00119,48,40156,1,14,227,1,Toys,Low
CUST_00120,44,61409,46,2,33,48,Sports,High
CUST_00121,44,63118,98,7,135,46,Sports,Medium
CUST_00122,24,65743,65,1,53,10,Toys,Medium
CUST_00123,51,49979,49,23,33,4,Sports,Medium
CUST_00124,18,20506,44,1,104,4,Clothing,Medium
CUST_00125,42,82183,50,4,182,35,Home & Garden,Medium
CUST_00126,61,20472,60,5,49,30,Clothing,Medium
CUST_00127,23,42248,26,5,31,45,Clothing,Medium
CUST_00128,28,24905,72,1,84,83,Toys,Low
CUST_00129,36,35169,64,13,84,35,Books,High
CUST_00130,28,42803,64,1,132,5,Books,Medium
CUST_00131,18,42645,58,4,174,8,Home & Garden,Low
CUST_00132,35,44844,50,1,86,55,Toys,High
CUST_00133,22,81377,63,1,329,7,Books,High
CUST_00134,40,45559,61,3,105,2,Sports,High
CUST_00135,23,32142,42,2,70,36,Books,Medium
CUST_00136,53,58808,38,1,29,15,Sports,Low
CUST_00137,25,65823,52,1,74,75,Home & Garden,Medium
CUST_00138,31,19657,80,2,71,31,Clothing,Low
CUST_00139,44,48957,25,7,176,2,Clothing,High
CUST_00140,20,51564,20,11,124,88,Books,Low
CUST_00141,37,31295,53,1,39,8,Sports,Low
CUST_00142,50,72247,51,2,101,12,Electronics,Medium
CUST_00143,18,33690,53,1,144,15,Electronics,Medium
CUST_00144,37,38668,54,1,262,1,Electronics,High
CUST_00145,38,33305,45,5,167,20,Clothing,Medium
CUST_00146,44,36599,79,4,153,3,Toys,Low
CUST_00147,20,20991,17,1,93,15,Clothing,Low
CUST_00148,19,17676,33,1,118,12,Toys,Medium
CUST_00149,41,80599,47,1,215,44,Sports,Low
CUST_00150,38,23778,17,9,35,48,Books,Medium
CUST_00151,38,22121,46,18,70,4,Electronics,Medium
CUST_00152,39,15000,83,1,52,13,Sports,High
CUST_00153,26,26384,50,1,117,14,Sports,High
CUST_00154,37,18740,54,10,212,4,Books,High
CUST_00155,38,82537,24,13,59,48,Sports,High
CUST_00156,26,60168,37,2,16,36,Books,Low
CUST_00157,57,25743,42,1,67,6,Home & Garden,Low
CUST_00158,40,111995,43,1,170,13,Books,Medium
CUST_00159,20,59330,75,4,131,3,Electronics,High
CUST_00160,42,30871,61,2,121,29,Toys,High
CUST_00161,23,15000,27,1,73,3,Toys,High
CUST_00162,44,114173,54,4,36,127,Electronics,Low
CUST_00163,48,18128,59,1,129,45,Toys,High
CUST_00164,25,15951,72,7,50,14,Books,Medium
CUST_00165,46,60553,81,1,415,25,Home & Garden,Low
CUST_00166,39,122992,29,1,134,72,Toys,Medium
CUST_00167,44,72557,33,4,59,24,Home & Garden,Low
CUST_00168,57,48144,24,2,58,5,Electronics,Medium
CUST_00169,32,48892,45,18,84,14,Home & Garden,Medium
CUST_00170,25,55642,59,3,76,55,Sports,Medium
CUST_00171,24,53075,69,1,196,31,Clothing,Medium
CUST_00172,25,41797,48,6,102,31,Sports,High
CUST_00173,34,38257,43,1,53,60,Electronics,Medium
CUST_00174,39,35196,53,11,338,67,Toys,Medium
CUST_00175,38,24909,33,2,93,75,Toys,High
CUST_00176,44,31560,91,3,154,2,Home & Garden,High
CUST_00177,35,15576,17,1,58,23,Books,Low
CUST_00178,52,34573,53,2,116,40,Clothing,Medium
CUST_00179,31,22152,90,8,111,42,Books,Low
CUST_00180,67,20914,50,8,23,27,Electronics,Low
CUST_00181,42,39733,46,1,368,5,Toys,Medium
CUST_00182,24,72838,42,1,222,47,Home & Garden,High
CUST_00183,22,57478,46,8,68,38,Toys,Low
CUST_00184,40,16560,77,13,41,2,Books,High
CUST_00185,32,22140,5,1,114,18,Books,High
CUST_00186,43,58127,80,2,95,5,Clothing,High
CUST_00187,40,22220,21,2,115,12,Clothing,Low
CUST_00188,34,32457,44,10,102,1,Home & Garden,High
CUST_00189,24,47811,41,1,128,15,Clothing,Medium
CUST_00190,18,22377,61,1,247,23,Books,Medium
CUST_00191,29,38280,18,6,133,28,Books,Low
CUST_00192,45,18638,59,1,43,32,Electronics,Low
CUST_00193,37,26884,90,3,233,54,Books,High
CUST_00194,20,42611,22,2,283,7,Home & Garden,Medium
CUST_00195,37,16374,53,2,817,3,Sports,Low
CUST_00196,39,45262,36,2,40,57,Electronics,Low
CUST_00197,24,35960,58,3,106,5,Electronics,Medium
CUST_00198,36,47870,50,1,20,110,Home & Garden,Low
CUST_00199,35,40617,37,4,132,55,Home & Garden,High
CUST_00200,21,71830,59,8,61,20,Clothing,Low
CUST_00201,39,38661,86,7,345,119,Electronics,Low
CUST_00202,41,29298,46,1,52,3,Clothing,Medium
CUST_00203,47,38605,64,1,27,10,Books,Medium
CUST_00204,47,47650,24,1,64,30,Electronics,Medium
CUST_00205,18,37213,30,2,22,12,Electronics,Medium
CUST_00206,23,37060,59,2,152,79,Toys,High
CUST_00207,41,25565,79,5,21,2,Sports,Medium
CUST_00208,41,26070,57,1,91,23,Electronics,Low
CUST_00209,41,18010,43,1,21,26,Books,Medium
CUST_00210,75,87097,49,2,71,31,Clothing,High
CUST_00211,41,19498,24,5,284,8,Clothing,Medium
CUST_00212,48,25682,62,1,115,13,Toys,Low
CUST_00213,46,25356,67,5,49,55,Sports,High
CUST_00214,42,56809,40,1,88,6,Books,Medium
CUST_00215,31,31336,40,10,91,52,Clothing,Medium
CUST_00216,44,67769,55,11,125,24,Home & Garden,Low
CUST_00217,25,25932,41,1,34,43,Books,Low
CUST_00218,32,41751,48,1,136,37,Books,Medium
CUST_00219,29,23916,91,2,13,6,Sports,Low
CUST_00220,35,106146,45,1,57,25,Clothing,Medium
CUST_00221,62,20054,42,5,63,60,Books,Medium
CUST_00222,18,42400,37,8,140,16,Toys,Low
CUST_00223,43,49855,64,5,91,101,Toys,High
CUST_00224,18,44662,46,8,33,18,Clothing,High
CUST_00225,29,33102,37,2,45,4,Toys,High
CUST_00226,48,34033,76,1,103,14,Home & Garden,Low
CUST_00227,35,37119,78,6,85,90,Sports,Low
CUST_00228,22,33742,37,2,60,11,Toys,Medium
CUST_00229,26,58802,12,5,64,60,Toys,Low
CUST_00230,43,109673,70,1,146,63,Home & Garden,High
CUST_00231,26,27481,36,1,62,12,Sports,Low
CUST_00232,37,18308,65,24,84,2,Books,Medium
CUST_00233,35,34747,10,1,411,38,Sports,Medium
CUST_00234,27,131907,67,22,33,11,Electronics,Medium
CUST_00235,60,24298,25,18,24,45,Clothing,Low
CUST_00236,42,82417,64,7,155,17,Clothing,Medium
CUST_00237,18,84023,50,5,55,19,Electronics,Low
CUST_00238,37,27534,30,4,72,45,Home & Garden,High
CUST_00239,27,48266,41,10,52,14,Electronics,Low
CUST_00240,45,81977,63,1,75,17,Books,High
CUST_00241,25,30044,52,3,275,14,Books,High
CUST_00242,33,32800,61,4,157,13,Clothing,Low
CUST_00243,41,27150,89,2,164,22,Books,High
CUST_00244,45,21864,18,2,33,49,Clothing,Low
CUST_00245,20,26248,82,2,40,13,Electronics,High
CUST_00246,30,19693,52,4,12,22,Electronics,Medium
CUST_00247,29,36939,32,9,51,33,Toys,Medium
CUST_00248,27,24711,23,1,175,9,Toys,Medium
CUST_00249,56,40818,46,13,129,9,Electronics,Low
CUST_00250,39,16681,68,5,77,81,Clothing,High
CUST_00251,19,42849,47,8,88,38,Electronics,Low
CUST_00252,46,55092,80,4,55,25,Electronics,Medium
CUST_00253,60,15000,20,7,103,31,Home & Garden,Medium
CUST_00254,47,43784,49,1,153,1,Electronics,High
CUST_00255,18,67092,24,8,29,28,Books,Low
CUST_00256,29,19834,57,1,111,21,Clothing,Medium
CUST_00257,50,83808,67,11,172,23,Home & Garden,Medium
CUST_00258,26,44779,41,24,67,13,Toys,High
CUST_00259,40,25527,1,1,147,2,Sports,Low
CUST_00260,44,35316,53,1,645,6,Clothing,Low
CUST_00261,23,48009,58,7,83,90,Books,Low
CUST_00262,34,37722,58,1,118,15,Clothing,High
CUST_00263,18,47542,74,10,53,18,Toys,Low
CUST_00264,22,22917,28,1,102,1,Books,Medium
CUST_00265,31,39524,63,1,124,1,Books,Low
CUST_00266,20,17910,73,19,103,37,Sports,High
CUST_00267,54,34351,14,5,44,23,Clothing,High
CUST_00268,18,23110,56,9,104,21,Sports,Medium
CUST_00269,29,25140,39,1,250,8,Sports,Medium
CUST_00270,36,67376,48,5,123,40,Clothing,Low
CUST_00271,52,62671,56,4,176,5,Electronics,Low
CUST_00272,18,49245,40,4,76,6,Electronics,Low
CUST_00273,48,21032,36,5,152,18,Toys,Medium
CUST_00274,35,31001,50,4,109,10,Sports,Medium
CUST_00275,23,66605,28,2,46,8,Home & Garden,High
CUST_00276,40,38982,28,1,112,31,Sports,Medium
CUST_00277,37,115805,63,7,44,31,Sports,Medium
CUST_00278,27,44207,27,1,57,52,Sports,Medium
CUST_00279,35,39975,63,5,102,16,Toys,Medium
CUST_00280,30,31114,59,1,110,2,Electronics,Low
CUST_00281,36,38823,15,4,39,9,Toys,Medium
CUST_00282,42,33649,36,6,188,117,Toys,Medium
CUST_00283,54,51743,73,1,134,27,Toys,High
CUST_00284,20,58591,30,1,54,37,Electronics,High
CUST_00285,60,24514,40,1,30,1,Electronics,Medium
CUST_00286,18,18664,59,4,81,21,Sports,Low
CUST_00287,33,15000,65,9,65,1,Toys,Medium
CUST_00288,42,46816,44,1,97,25,Home & Garden,Medium
CUST_00289,38,20916,38,6,69,76,Electronics,Low
CUST_00290,27,15000,78,2,22,103,Clothing,High
CUST_00291,32,44103,84,3,68,23,Clothing,High
CUST_00292,29,126310,69,13,72,18,Clothing,High
CUST_00293,27,36205,51,2,140,87,Books,Low
CUST_00294,45,55229,33,3,55,33,Sports,High
CUST_00295,39,37832,33,1,291,2,Clothing,High
CUST_00296,26,34563,60,1,23,18,Sports,Medium
CUST_00297,45,57499,58,1,225,8,Clothing,Medium
CUST_00298,38,31409,78,1,76,19,Home & Garden,High
CUST_00299,44,41510,63,4,164,18,Sports,Medium
CUST_00300,42,42652,19,2,95,26,Clothing,Medium
CUST_00301,25,26002,71,3,199,13,Electronics,Medium
CUST_00302,28,59636,30,1,68,5,Sports,Medium
CUST_00303,43,33273,42,1,41,21,Books,Low
CUST_00304,42,24887,55,5,243,53,Electronics,High
CUST_00305,34,47489,89,16,83,32,Electronics,Medium
CUST_00306,36,23173,100,1,105,12,Toys,Medium
CUST_00307,50,36830,62,11,213,82,Books,Low
CUST_00308,27,36150,46,4,43,72,Electronics,Medium
CUST_00309,41,62501,60,4,136,7,Electronics,Low
CUST_00310,32,46043,67,3,59,1,Clothing,Low
CUST_00311,32,35863,43,1,82,40,Clothing,Medium
CUST_00312,48,54659,85,1,94,52,Sports,Medium
CUST_00313,44,72773,54,4,31,103,Sports,Medium
CUST_00314,44,47997,59,2,52,66,Sports,Low
CUST_00315,50,36503,63,12,231,27,Clothing,Medium
CUST_00316,35,18846,58,2,167,22,Sports,Low
CUST_00317,43,21320,66,1,86,1,Electronics,High
CUST_00318,31,31175,37,6,106,8,Clothing,Medium
CUST_00319,38,26775,38,1,73,18,Sports,Medium
CUST_00320,33,33074,27,3,232,29,Electronics,Medium
CUST_00321,36,37358,58,5,78,24,Sports,Low
CUST_00322,42,47327,65,11,105,40,Home & Garden,High
CUST_00323,25,35057,59,7,200,9,Sports,Low
CUST_00324,60,46316,83,5,52,24,Home & Garden,Medium
CUST_00325,22,37505,49,5,268,2,Sports,Medium
CUST_00326,20,15000,63,14,30,16,Toys,Low
CUST_00327,48,22704,28,1,281,41,Toys,High
CUST_00328,44,33791,42,1,69,35,Books,Medium
CUST_00329,42,19833,63,1,75,140,Toys,Low
CUST_00330,42,49019,66,1,23,9,Toys,Low
CUST_00331,34,78071,44,5,65,20,Sports,Low
CUST_00332,24,66794,48,5,43,11,Clothing,High
CUST_00333,35,32639,19,4,58,17,Clothing,Medium
CUST_00334,26,76524,42,1,81,58,Home & Garden,Low
CUST_00335,46,39117,67,6,175,34,Clothing,Low
CUST_00336,33,30682,61,1,104,64,Electronics,Medium
CUST_00337,25,26723,60,5,111,6,Books,Medium
CUST_00338,31,31218,50,4,41,61,Toys,Medium
CUST_00339,39,29908,50,2,48,1,Books,Medium
CUST_00340,28,39545,36,1,317,65,Electronics,Low
CUST_00341,25,39351,63,1,53,11,Toys,Medium
CUST_00342,37,36370,58,8,286,11,Home & Garden,High
CUST_00343,37,45182,59,12,75,21,Electronics,Low
CUST_00344,28,65862,39,5,90,84,Electronics,Medium
CUST_00345,29,58382,6,1,190,1,Books,Medium
CUST_00346,37,17284,71,2,219,13,Sports,Medium
CUST_00347,18,15000,40,6,83,58,Books,Low
CUST_00348,18,57939,32,7,68,15,Books,High
CUST_00349,26,18334,63,1,86,6,Clothing,Medium
CUST_00350,32,32455,42,1,114,16,Electronics,Medium
CUST_00351,38,20230,71,6,167,14,Books,Medium
CUST_00352,52,15000,62,2,90,74,Electronics,Low
CUST_00353,45,47606,63,1,138,43,Clothing,Low
CUST_00354,33,53081,22,1,283,21,Electronics,High
CUST_00355,34,27221,74,3,117,133,Books,Low
CUST_00356,22,15000,55,9,111,18,Electronics,Medium
CUST_00357,34,27636,42,15,31,1,Toys,Medium
CUST_00358,31,44174,52,4,14,9,Clothing,Medium
CUST_00359,38,17336,14,3,118,17,Sports,Medium
CUST_00360,25,39802,58,1,84,5,Electronics,Medium
CUST_00361,41,36038,29,3,62,88,Books,Low
CUST_00362,53,48515,22,2,106,43,Clothing,Medium
CUST_00363,33,38553,19,4,86,9,Books,Medium
CUST_00364,39,22325,72,2,198,26,Books,Medium
CUST_00365,43,66057,37,1,95,38,Electronics,Low
CUST_00366,30,33548,80,1,53,85,Books,Medium
CUST_00367,37,35823,39,1,180,64,Electronics,Low
CUST_00368,35,22773,15,1,77,21,Sports,Low
CUST_00369,36,29096,27,1,130,44,Toys,Low
CUST_00370,25,23332,74,21,64,24,Books,High
CUST_00371,35,33307,46,2,57,24,Books,Low
CUST_00372,40,85464,39,3,95,3,Books,Low
CUST_00373,52,18288,53,10,90,4,Home & Garden,Low
CUST_00374,46,16207,60,27,125,22,Home & Garden,Low
CUST_00375,60,75779,72,4,74,9,Clothing,Medium
CUST_00376,25,32706,78,8,24,1,Toys,Low
CUST_00377,45,25989,42,1,66,38,Toys,Low
CUST_00378,37,61080,23,1,156,1,Home & Garden,Medium
CUST_00379,61,26827,41,2,73,27,Clothing,Medium
CUST_00380,25,90490,55,5,75,23,Home & Garden,High
CUST_00381,24,50968,30,5,179,104,Sports,Medium
CUST_00382,27,28454,30,1,54,19,Clothing,Low
CUST_00383,18,106793,56,1,30,1,Toys,Medium
CUST_00384,28,26826,49,5,80,24,Toys,Low
CUST_00385,25,52630,50,1,64,55,Home & Garden,Medium
CUST_00386,36,42177,34,4,45,172,Sports,Medium
CUST_00387,39,69624,45,5,79,16,Home & Garden,Low
CUST_00388,57,79281,31,6,126,11,Electronics,Medium
CUST_00389,46,36901,67,7,89,71,Electronics,High
CUST_00390,28,24916,70,10,111,6,Sports,High
CUST_00391,24,45706,13,3,320,28,Books,Medium
CUST_00392,40,25877,31,6,70,15,Books,Medium
CUST_00393,19,99378,20,4,109,1,Electronics,Low
CUST_00394,56,38881,36,1,63,12,Electronics,Low
CUST_00395,49,30252,48,1,49,9,Books,Medium
CUST_00396,29,39828,21,1,59,34,Clothing,Medium
CUST_00397,18,18516,31,2,64,89,Books,High
CUST_00398,51,22341,29,4,115,9,Home & Garden,Medium
CUST_00399,33,66184,54,9,466,50,Clothing,Medium
CUST_00400,49,26148,51,1,54,1,Home & Garden,Medium
CUST_00401,18,21515,35,1,67,23,Electronics,High
CUST_00402,27,47492,53,16,86,2,Clothing,Medium
CUST_00403,35,65699,39,1,118,81,Home & Garden,Medium
CUST_00404,35,52024,44,3,108,43,Home & Garden,Medium
CUST_00405,29,59755,83,4,221,32,Clothing,High
CUST_00406,42,24874,76,3,16,52,Sports,Low
CUST_00407,22,17838,24,1,16,31,Books,High
CUST_00408,33,76931,66,1,63,104,Toys,Medium
CUST_00409,36,30904,66,1,194,37,Home & Garden,Medium
CUST_00410,41,32034,27,4,30,77,Books,Medium
CUST_00411,43,70551,66,3,10,21,Toys,Medium
CUST_00412,21,47959,80,1,134,3,Books,Low
CUST_00413,18,45612,27,5,106,22,Electronics,High
CUST_00414,50,107205,31,8,41,4,Toys,Medium
CUST_00415,38,26324,70,1,45,26,Books,Medium
CUST_00416,26,57752,55,3,45,19,Home & Garden,Low
CUST_00417,53,37365,61,5,97,29,Toys,Medium
CUST_00418,36,41535,56,1,58,1,Electronics,Medium
CUST_00419,49,77982,57,1,127,6,Clothing,Medium
CUST_00420,35,46813,23,4,12,20,Home & Garden,Medium
CUST_00421,59,47531,70,11,49,90,Electronics,Medium
CUST_00422,56,62084,73,8,40,14,Electronics,High
CUST_00423,32,30258,45,4,75,16,Toys,Medium
CUST_00424,46,23870,49,6,61,37,Books,High
CUST_00425,42,21538,19,2,157,27,Clothing,Low
CUST_00426,51,15000,60,5,24,10,Home & Garden,Medium
CUST_00427,23,101529,61,3,92,15,Home & Garden,Medium
CUST_00428,43,20918,48,1,133,7,Books,Medium
CUST_00429,47,32512,72,6,330,101,Clothing,High
CUST_00430,18,31621,43,4,64,4,Toys,Low
CUST_00431,20,42349,61,2,112,13,Home & Garden,Low
CUST_00432,18,54604,29,12,25,1,Clothing,High
CUST_00433,31,55839,49,1,16,7,Toys,Low
CUST_00434,43,27131,46,1,162,45,Toys,Medium
CUST_00435,53,33404,54,1,89,6,Home & Garden,Medium
CUST_00436,35,41826,42,7,205,2,Books,High
CUST_00437,54,32069,47,6,34,19,Sports,Low
CUST_00438,18,81119,66,2,129,1,Home & Garden,Low
CUST_00439,18,46420,41,5,333,2,Electronics,Medium
CUST_00440,34,52440,17,2,120,49,Electronics,High
CUST_00441,39,50586,84,7,109,44,Toys,Medium
CUST_00442,34,65299,77,3,90,74,Sports,Medium
CUST_00443,18,39755,24,2,29,57,Home & Garden,Medium
CUST_00444,33,18988,63,13,232,34,Electronics,High
CUST_00445,19,44348,39,1,58,1,Electronics,High
CUST_00446,43,26221,55,1,128,45,Home & Garden,High
CUST_00447,39,27880,55,4,30,56,Clothing,Low
CUST_00448,23,48687,45,17,39,48,Toys,Low
CUST_00449,28,67449,34,2,245,21,Home & Garden,Medium
CUST_00450,22,36703,36,1,70,7,Clothing,High
CUST_00451,34,42379,31,2,248,55,Toys,Low
CUST_00452,46,85059,33,3,85,38,Sports,Low
CUST_00453,23,40961,48,1,24,118,Books,High
CUST_00454,41,133364,35,5,168,5,Toys,Low
CUST_00455,28,48182,63,30,59,7,Sports,Medium
CUST_00456,25,15057,79,3,146,7,Books,Medium
CUST_00457,33,52927,38,2,91,47,Electronics,Medium
CUST_00458,22,43939,54,2,30,6,Electronics,High
CUST_00459,28,69208,59,1,100,2,Electronics,Medium
CUST_00460,20,50847,59,10,418,196,Toys,Medium
CUST_00461,58,33886,51,2,127,1,Clothing,Medium
CUST_00462,35,19689,64,2,86,54,Books,Medium
CUST_00463,26,32711,59,5,191,13,Electronics,Medium
CUST_00464,37,23735,25,2,104,55,Home & Garden,Low
CUST_00465,33,27166,67,5,104,24,Books,Low
CUST_00466,32,48741,67,1,41,69,Books,Low
CUST_00467,42,83696,34,8,106,78,Clothing,Low
CUST_00468,44,44237,50,14,185,1,Sports,Medium
CUST_00469,28,19971,63,5,50,2,Clothing,High
CUST_00470,28,45356,45,15,243,8,Electronics,High
CUST_00471,31,66059,71,1,84,33,Home & Garden,High
CUST_00472,18,26771,97,3,48,65,Home & Garden,Medium
CUST_00473,18,33961,34,4,180,18,Electronics,Medium
CUST_00474,51,36583,22,4,73,28,Home & Garden,Medium
CUST_00475,54,24527,56,2,153,6,Clothing,Low
CUST_00476,32,50218,64,2,73,49,Toys,Low
CUST_00477,41,34184,45,1,86,102,Clothing,Medium
CUST_00478,38,44791,79,2,127,9,Toys,High
CUST_00479,71,23301,23,1,110,20,Electronics,Low
CUST_00480,48,29180,63,6,22,2,Home & Garden,Low
CUST_00481,33,52114,37,1,41,24,Books,High
CUST_00482,23,30139,84,1,172,20,Sports,Low
CUST_00483,18,86118,89,4,82,4,Books,High
CUST_00484,37,29738,34,4,62,17,Toys,High
CUST_00485,25,40633,39,10,34,12,Clothing,High
CUST_00486,18,57889,67,4,42,22,Clothing,Medium
CUST_00487,27,17868,42,2,21,26,Clothing,Medium
CUST_00488,22,15056,49,8,83,1,Clothing,Medium
CUST_00489,55,16935,50,3,59,42,Sports,Medium
CUST_00490,45,68274,11,1,45,37,Electronics,Medium
CUST_00491,34,27558,49,4,85,13,Clothing,Low
CUST_00492,52,130496,36,11,116,1,Toys,Medium
CUST_00493,35,27388,40,2,389,42,Home & Garden,Medium
CUST_00494,24,39826,78,1,31,93,Sports,High
CUST_00495,53,78515,24,1,202,8,Toys,High
CUST_00496,41,99016,66,1,177,11,Toys,Medium
CUST_00497,22,101798,44,2,52,6,Clothing,Low
CUST_00498,32,66448,44,4,103,25,Home & Garden,High
CUST_00499,24,60598,65,1,65,5,Clothing,Medium
